Date,HSIF_Close,HSIF_Return,Bull_Price,Bear_Price,Bull_Bear_Ratio,Fear_Greed_Index,Realized_Volatility,RSI_Signal,Volume
2010-09-01,14367,,0.01,23.8825,,,,,1000000
2010-09-02,14618,0.0174705923296443,0.01,22.6275,,,,,1000000
2010-09-03,14728,0.007524969216035,0.01,22.0775,,,,,1000000
2010-09-06,14984,0.0173818576860402,0.01,20.7975,,,,,1000000
2010-09-07,14995,0.0007341163908167,0.01,20.7425,,,,,1000000
2010-09-08,14758,-0.0158052684228076,0.01,21.9275,1.0561313208304945,,,,1000000
2010-09-09,14879,0.0081989429461986,0.01,21.3225,1.0367276224989086,,,,1000000
2010-09-10,14876,-0.0002016264533907,0.01,21.3375,1.0208300228690752,,,,1000000
2010-09-13,15241,0.0245361656359235,0.01,19.5125,1.0355416883501947,,,,1000000
2010-09-14,15222,-0.0012466373597532,0.01,19.6075,1.0314474971230432,,,,1000000
2010-09-15,15285,0.0041387465510445,0.01,19.2925,1.0734214702321276,,,,1000000
2010-09-16,15255,-0.0019627085377821,0.01,19.4425,1.0518261875154247,,,,1000000
2010-09-17,15436,0.0118649623074402,0.01,18.5375,1.0775188717135844,,,,1000000
2010-09-20,15410,-0.0016843741902047,0.01,18.6675,1.0224686798800116,,,,1000000
2010-09-21,15480,0.0045425048669696,0.01,18.3175,1.0343759127449472,,,1.059682221685037,1000000
2010-09-22,15458,-0.001421188630491,0.01,18.4275,1.0229375013788158,,,0.976891013502069,1000000
2010-09-23,15458,0.0,0.01,18.4275,1.026960849206817,,,1.0096632022208496,1000000
2010-09-24,15586,0.0082805020054341,0.01,17.7875,1.0196249749833057,,,0.882091903636919,1000000
2010-09-27,15690,0.006672654946747,0.01,17.2675,1.0368102641234735,,,0.9653680768511066,1000000
2010-09-28,15523,-0.0106437221159974,0.01,18.1025,1.00579320851499,,,0.9653680768511066,1000000
2010-09-29,15706,0.0117889583199124,0.01,17.1875,1.0327207106106169,67.92804846134983,0.15153143387288448,1.0156430591281662,1000000
2010-09-30,15693,-0.0008277091557367,0.01,17.2525,1.0310125400941008,65.40276292987951,0.14453016244816264,1.0156430591281662,1000000
2010-10-01,15693,0.0,0.01,17.2525,1.0140785462863633,64.18130052539594,0.14428339094786197,0.7819757621080328,1000000
2010-10-04,15905,0.0135092079271013,0.01,16.1925,1.0280393761533841,63.5102626952214,0.13982696767749442,0.8610576440792386,1000000
2010-10-05,15954,0.0030807922037094,0.01,15.9475,1.0566489141489244,63.92032325698936,0.1395652020483971,0.8462009381301385,1000000
2010-10-06,16109,0.0097154318666166,0.01,15.1725,1.0522760088002923,67.70307598164172,0.12189683297860705,0.860715058447056,1000000
2010-10-07,16143,0.0021106213917685,0.01,15.0025,1.0584780841808492,66.91105711296507,0.12130585767279502,0.7407306542331327,1000000
2010-10-08,16088,-0.0034070494951372,0.01,15.2775,1.0512900276136357,66.46690262418564,0.1233345271415208,0.7407306542331327,1000000
2010-10-11,16362,0.0170313276976628,0.01,13.9075,1.0587217109433271,65.35165811503505,0.10873515668585378,0.8942988317050009,1000000
2010-10-12,16253,-0.0066617772888399,0.01,14.4525,1.0382920549763142,64.48022931118007,0.11351526448416237,0.8942988317050009,1000000
2010-10-13,16573,0.0196886728603951,0.01,12.8525,1.0592102574813198,66.83271493833362,0.127576420138987,1.0105521379554148,1000000
2010-10-14,16779,0.0124298557895372,0.01,11.8225,1.0812978786621983,68.61468691163266,0.12875291816839737,1.0557083601671167,1000000
2010-10-15,16683,-0.0057214375111747,0.01,12.3025,1.0763043588161492,66.38679537016377,0.13107274151488454,1.1045981974353651,1000000
2010-10-18,16508,-0.0104897200743271,0.01,13.1775,1.0186632082126348,65.05798658572552,0.13952418638103598,1.1045981974353651,1000000
2010-10-19,16734,0.0136903319602617,0.01,12.0475,1.0609825428926245,66.43551991257354,0.1441467346750179,1.1278377420156147,1000000
2010-10-20,16554,-0.0107565435640014,0.01,12.9475,0.9983064089471926,65.028079126786,0.15232951271643105,1.1278377420156147,1000000
2010-10-21,16634,0.0048326688413675,0.01,12.5475,0.9832524256556398,65.77732718599613,0.1518326076144854,1.0563761137723304,1000000
2010-10-22,16506,-0.0076950823614283,0.01,13.1875,0.9793788934891516,63.12966035894998,0.15599568687955861,1.0216998241865696,1000000
2010-10-25,16662,0.00945110868775,0.01,12.4075,1.0192274793193834,63.62532467634871,0.15719000002955444,1.099648519095524,1000000
2010-10-26,16598,-0.0038410755011403,0.01,12.7275,0.9841097557094592,64.77637278261314,0.15106163285770177,1.1192535895290945,1000000
