,date,end_of_day,ir_overnight,ir_1w,ir_1m,ir_3m,ir_6m,ir_9m,ir_12m
0,1996-07-01,1996-07-01,,,5.5,5.625,5.8125,6.00781,6.23438
1,1996-07-02,1996-07-02,,,5.5625,5.67188,5.84375,6.02344,6.23438
2,1996-07-03,1996-07-03,,,5.5625,5.67969,5.84375,6.02344,6.25
3,1996-07-04,1996-07-04,,,5.53125,5.64844,5.83594,6.01563,6.25
4,1996-07-05,1996-07-05,,,5.5625,5.66406,5.85156,6.03125,6.24219
5,1996-07-08,1996-07-08,,,5.6875,5.8125,6.01563,6.21875,6.375
6,1996-07-09,1996-07-09,,,5.64063,5.78906,5.98438,6.1875,6.375
7,1996-07-10,1996-07-10,,,5.60156,5.71875,5.92188,6.125,6.3125
8,1996-07-11,1996-07-11,,,5.47656,5.72656,5.9375,6.125,6.3125
9,1996-07-12,1996-07-12,,,5.50781,5.75,5.94531,6.14063,6.33594
10,1996-07-15,1996-07-15,,,5.46094,5.70313,5.9375,6.13281,6.33594
11,1996-07-16,1996-07-16,,,5.4375,5.70313,5.9375,6.125,6.34375
12,1996-07-17,1996-07-17,,,5.41406,5.67969,5.9375,6.125,6.3125
13,1996-07-18,1996-07-18,,,5.4375,5.67969,5.9375,6.125,6.32031
14,1996-07-19,1996-07-19,,,5.42188,5.67188,5.9375,6.11719,6.29688
15,1996-07-22,1996-07-22,,,5.40625,5.66406,5.9375,6.11719,6.29688
16,1996-07-23,1996-07-23,,,5.41406,5.65625,5.92188,6.10156,6.28125
17,1996-07-24,1996-07-24,,,5.42969,5.66406,5.92188,6.10156,6.28906
18,1996-07-25,1996-07-25,,,5.4375,5.66406,5.92188,6.10156,6.29688
19,1996-07-26,1996-07-26,,,5.42969,5.64063,5.91406,6.10156,6.29688
20,1996-07-29,1996-07-29,,,5.375,5.63281,5.90625,6.09375,6.28906
21,1996-07-30,1996-07-30,,,5.375,5.625,5.92188,6.10156,6.29688
22,1996-07-31,1996-07-31,,,5.45313,5.67969,5.94531,6.11719,6.32031
23,1996-08-01,1996-08-01,,,5.39844,5.66406,5.9375,6.125,6.34375
24,1996-08-02,1996-08-02,,,5.39063,5.625,5.92188,6.09375,6.28906
25,1996-08-05,1996-08-05,,,5.32031,5.5625,5.84375,6.0,6.16406
26,1996-08-06,1996-08-06,,,5.3125,5.5625,5.8125,6.0,6.17969
27,1996-08-07,1996-08-07,,,5.375,5.63281,5.88281,6.04688,6.24219
28,1996-08-08,1996-08-08,,,5.375,5.60156,5.85156,6.05469,6.25
29,1996-08-09,1996-08-09,,,5.36719,5.58594,5.83594,6.03125,6.24219
30,1996-08-12,1996-08-12,,,5.35156,5.57813,5.8125,6.0,6.19531
31,1996-08-13,1996-08-13,,,5.3155,5.5625,5.8125,6.0,6.1875
32,1996-08-14,1996-08-14,,,5.3125,5.57031,5.8125,6.00781,6.19531
33,1996-08-15,1996-08-15,,,5.3125,5.57031,5.8125,6.00781,6.19531
34,1996-08-16,1996-08-16,,,5.30469,5.5625,5.8125,6.00781,6.19531
35,1996-08-19,1996-08-19,,,5.28906,5.52344,5.78906,5.98438,6.1875
36,1996-08-20,1996-08-20,,,5.29688,5.53906,5.78125,5.97656,6.19531
37,1996-08-21,1996-08-21,,,5.26563,5.52344,5.76563,5.96094,6.14844
38,1996-08-22,1996-08-22,,,5.3125,5.5625,5.78125,5.97656,6.14844
39,1996-08-23,1996-08-23,,,5.32031,5.55469,5.78125,5.97656,6.15625
40,1996-08-27,1996-08-27,,,5.34375,5.53906,5.78906,5.98438,6.17188
41,1996-08-28,1996-08-28,,,5.34375,5.57031,5.79688,5.98438,6.16406
42,1996-08-29,1996-08-29,,,5.35156,5.5625,5.78125,5.98438,6.17188
43,1996-08-30,1996-08-30,,,5.4375,5.59375,5.82813,6.03125,6.25
44,1996-09-02,1996-09-02,,,5.44531,5.63281,5.86719,6.08594,6.27344
45,1996-09-03,1996-09-03,,,5.45313,5.64844,5.88281,6.09375,6.27344
46,1996-09-04,1996-09-04,,,5.49219,5.6875,5.95313,6.14844,6.34375
47,1996-09-05,1996-09-05,,,5.44531,5.6875,5.94533,6.13281,6.32913
48,1996-09-06,1996-09-06,,,5.46094,5.70313,5.96094,6.14844,6.33594
49,1996-09-09,1996-09-09,,,5.44531,5.69531,5.99219,6.1875,6.375
50,1996-09-10,1996-09-10,,,5.4375,5.69531,5.97656,6.16406,6.35156
51,1996-09-11,1996-09-11,,,5.45313,5.69531,6.0,6.1875,6.36719
52,1996-09-12,1996-09-12,,,5.42188,5.6875,5.96875,6.14844,6.36719
53,1996-09-13,1996-09-13,,,5.35156,5.64844,5.9375,6.13281,6.32813
54,1996-09-16,1996-09-16,,,5.30469,5.5625,5.875,6.07031,6.25
55,1996-09-17,1996-09-17,,,5.29688,5.5625,5.875,6.07031,6.25
56,1996-09-18,1996-09-18,,,5.40625,5.64063,5.94531,6.125,6.30469
57,1996-09-19,1996-09-19,,,5.41406,5.625,5.9375,6.14063,6.3125
58,1996-09-20,1996-09-20,,,5.42188,5.65625,5.9375,6.13281,6.3125
59,1996-09-23,1996-09-23,,,5.42969,5.6875,5.9375,6.125,6.3125
60,1996-09-24,1996-09-24,,,5.48438,5.67969,5.9375,6.125,6.32031
61,1996-09-25,1996-09-25,,,5.40625,5.625,5.88281,6.07813,6.25781
62,1996-09-26,1996-09-26,,,5.399,5.6106,5.8846,6.101,6.2596
63,1996-09-27,1996-09-27,,,5.40625,5.72656,5.875,6.0625,6.24219
64,1996-09-30,1996-09-30,,,5.46094,5.64063,5.875,6.08594,6.26563
65,1996-10-01,1996-10-01,,,5.46094,5.63281,5.875,6.08594,6.27344
66,1996-10-02,1996-10-02,,,5.42969,5.63281,5.875,6.07813,6.25
67,1996-10-03,1996-10-03,,,5.38281,5.63281,5.875,6.05469,6.23438
68,1996-10-04,1996-10-04,,,5.375,5.625,5.875,6.0625,6.22656
69,1996-10-07,1996-10-07,,,5.29688,5.54688,5.73438,5.94531,6.14844
70,1996-10-08,1996-10-08,,,5.30469,5.53125,5.72656,5.90694,6.15625
71,1996-10-09,1996-10-09,,,5.28906,5.52344,5.72656,5.96094,6.14844
72,1996-10-10,1996-10-10,,,5.30469,5.53125,5.72656,5.95313,6.15625
73,1996-10-11,1996-10-11,,,5.30469,5.54688,5.72656,5.94531,6.14844
74,1996-10-14,1996-10-14,,,5.29688,5.53906,5.71094,5.96094,6.16406
75,1996-10-15,1996-10-15,,,5.28906,5.53906,5.71094,5.9375,6.14063
76,1996-10-16,1996-10-16,,,5.29688,5.53906,5.71875,5.95313,6.15625
77,1996-10-17,1996-10-17,,,5.29688,5.52344,5.71875,5.94531,6.15625
78,1996-10-18,1996-10-18,,,5.29688,5.53125,5.71875,5.94531,6.125
79,1996-10-22,1996-10-22,,,5.29688,5.54688,5.71094,5.95313,6.14063
80,1996-10-23,1996-10-23,,,5.30469,5.53906,5.71875,5.9375,6.13281
81,1996-10-24,1996-10-24,,,5.32031,5.55469,5.72656,5.94531,6.14844
82,1996-10-25,1996-10-25,,,5.36719,5.5625,5.75,5.99219,6.17188
83,1996-10-28,1996-10-28,,,5.375,5.5625,5.75,5.99219,6.17188
84,1996-10-29,1996-10-29,,,5.375,5.5625,5.74219,5.97656,6.16406
85,1996-10-30,1996-10-30,,,5.36719,5.55469,5.73438,5.9375,6.125
86,1996-10-31,1996-10-31,,,5.4375,5.5625,5.75,5.94531,6.125
87,1996-11-01,1996-11-01,,,5.42969,5.5625,5.75,5.94531,6.125
88,1996-11-04,1996-11-04,,,5.4375,5.5625,5.75,5.94531,6.125
89,1996-11-05,1996-11-05,,,5.4375,5.5625,5.75,5.9375,6.125
90,1996-11-06,1996-11-06,,,5.39063,5.5625,5.73438,5.92188,6.10938
91,1996-11-07,1996-11-07,,,5.35938,5.52344,5.6875,5.88281,6.17813
92,1996-11-08,1996-11-08,,,5.3125,5.50781,5.6875,5.875,6.0625
93,1996-11-11,1996-11-11,,,5.30469,5.5,5.6875,5.875,6.0625
94,1996-11-12,1996-11-12,,,5.3125,5.5,5.6875,5.875,6.0625
95,1996-11-13,1996-11-13,,,5.3125,5.51563,5.6875,5.875,6.0625
96,1996-11-14,1996-11-14,,,5.35156,5.52344,5.6875,5.875,6.0625
97,1996-11-15,1996-11-15,,,5.36719,5.53125,5.67969,5.875,6.0625
98,1996-11-18,1996-11-18,,,5.375,5.52344,5.6875,5.875,6.0625
99,1996-11-19,1996-11-19,,,5.375,5.52344,5.6875,5.875,6.0625
100,1996-11-20,1996-11-20,,,5.375,5.53906,5.69531,5.875,6.0625
101,1996-11-21,1996-11-21,,,5.4375,5.57031,5.71094,5.88281,6.07031
102,1996-11-22,1996-11-22,,,5.44531,5.61719,5.73438,5.89844,6.08594
103,1996-11-25,1996-11-25,,,5.4375,5.625,5.75094,5.875,6.0625
104,1996-11-26,1996-11-26,,,5.4375,5.625,5.72656,5.875,6.0625
105,1996-11-27,1996-11-27,,,5.375,5.54688,5.70312,5.875,6.0625
106,1996-11-28,1996-11-28,,,5.375,5.5625,5.71094,5.875,6.0625
107,1996-11-29,1996-11-29,,,5.625,5.6875,5.75781,5.91406,6.09375
108,1996-12-02,1996-12-02,,,5.625,5.67969,5.74219,5.90625,6.08594
109,1996-12-03,1996-12-03,,,5.625,5.67188,5.74219,5.90625,6.08594
110,1996-12-04,1996-12-04,,,5.63281,5.6875,5.75,5.92969,6.10156
111,1996-12-05,1996-12-05,,,5.74219,5.75,5.79688,5.96875,6.13281
112,1996-12-06,1996-12-06,,,5.67969,5.70313,5.77344,5.96094,6.13281
113,1996-12-09,1996-12-09,,,5.6875,5.6875,5.75,5.94531,6.125
114,1996-12-10,1996-12-10,,,5.59375,5.63281,5.71094,5.92188,6.10938
115,1996-12-11,1996-12-11,,,5.51563,5.60156,5.6875,5.89063,6.10156
116,1996-12-12,1996-12-12,,,5.60156,5.625,5.72656,5.92188,6.11719
117,1996-12-13,1996-12-13,,,5.58594,5.625,5.73438,5.92188,6.10938
118,1996-12-16,1996-12-16,,,5.57813,5.625,5.74219,5.92969,6.125
119,1996-12-17,1996-12-17,,,5.5625,5.625,5.74219,5.92969,6.125
120,1996-12-18,1996-12-18,,,5.57031,5.63281,5.74219,5.92969,6.125
121,1996-12-19,1996-12-19,,,5.5306,5.625,5.73438,5.92188,6.11719
122,1996-12-20,1996-12-20,,,5.51563,5.625,5.73438,5.90625,6.10156
123,1996-12-23,1996-12-23,,,5.5,5.60938,5.73438,5.90625,6.10938
124,1996-12-24,1996-12-24,,,5.5,5.60156,5.73438,5.90625,6.10156
125,1996-12-27,1996-12-27,,,5.48438,5.57813,5.71875,5.90625,6.10156
126,1996-12-30,1996-12-30,,,5.48438,5.59375,5.71875,5.90625,6.10156
127,1996-12-31,1996-12-31,,,5.47656,5.60938,5.69531,5.89844,6.09375
128,1997-01-02,1997-01-02,,,5.36719,5.5,5.63281,5.82813,6.0625
129,1997-01-03,1997-01-03,,,5.35156,5.48438,5.63281,5.83594,6.05469
130,1997-01-06,1997-01-06,,,5.29688,5.48438,5.625,5.8125,6.04688
131,1997-01-07,1997-01-07,,,5.23438,5.48438,5.625,5.8125,6.00781
132,1997-01-08,1997-01-08,,,5.23438,5.48438,5.625,5.8125,6.00781
133,1997-01-09,1997-01-09,,,5.25,5.48438,5.625,5.82031,6.01563
134,1997-01-10,1997-01-10,,,5.25,5.48438,5.625,5.8125,6.00781
135,1997-01-13,1997-01-13,,,5.25,5.48438,5.625,5.8125,6.02344
136,1997-01-14,1997-01-14,,,5.25,5.48438,5.63281,5.8125,6.02344
137,1997-01-15,1997-01-15,,,5.1875,5.46094,5.625,5.8125,6.01563
138,1997-01-16,1997-01-16,,,5.07813,5.42969,5.625,5.8125,6.00781
139,1997-01-17,1997-01-17,,,5.07031,5.41406,5.625,5.8125,6.0
140,1997-01-20,1997-01-20,,,5.15625,5.4375,5.625,5.8125,6.00781
141,1997-01-21,1997-01-21,,,5.17188,5.4375,5.625,5.8125,6.01563
142,1997-01-22,1997-01-22,,,5.14844,5.4375,5.625,5.8125,6.00781
143,1997-01-23,1997-01-23,,,5.14063,5.4375,5.625,5.8125,6.00781
144,1997-01-24,1997-01-24,,,5.21875,5.44531,5.64063,5.82031,6.03125
145,1997-01-27,1997-01-27,,,5.2125,5.4375,5.64063,5.8125,6.03125
146,1997-01-28,1997-01-28,,,5.33594,5.47656,5.66406,5.83594,6.05469
147,1997-01-29,1997-01-29,,,5.33594,5.46875,5.67188,5.84375,6.05469
148,1997-01-30,1997-01-30,,,5.38281,5.50781,5.6875,5.875,6.07031
149,1997-01-31,1997-01-31,,,5.67188,5.67969,5.80469,5.96875,6.125
150,1997-02-03,1997-02-03,,,5.53906,5.60156,5.75781,5.92969,6.11719
151,1997-02-04,1997-02-04,,,5.39063,5.5,5.6875,5.89063,6.07031
152,1997-02-05,1997-02-05,,,5.41406,5.50781,5.6875,5.88281,6.07031
153,1997-02-10,1997-02-10,,,5.35938,5.50781,5.6875,5.875,6.0625
154,1997-02-11,1997-02-11,,,5.34375,5.49219,5.6875,5.875,6.0625
155,1997-02-12,1997-02-12,,,5.35156,5.49219,5.6875,5.875,6.0625
156,1997-02-13,1997-02-13,,,5.3125,5.5,5.6875,5.875,6.0625
157,1997-02-14,1997-02-14,,,5.5625,5.64063,5.76563,5.9375,6.13281
158,1997-02-17,1997-02-17,,,5.45313,5.5625,5.72656,5.92188,6.10156
159,1997-02-18,1997-02-18,,,5.53906,5.64844,5.76563,5.96094,6.14063
160,1997-02-19,1997-02-19,,,5.55469,5.67969,5.76563,5.96094,6.14063
161,1997-02-20,1997-02-20,,,5.51563,5.625,5.73438,5.92969,6.10938
162,1997-02-21,1997-02-21,,,5.4375,5.5625,5.70313,5.89844,6.08594
163,1997-02-24,1997-02-24,,,5.39063,5.53906,5.67969,5.875,6.0625
164,1997-02-25,1997-02-25,,,5.46094,5.57813,5.69531,5.89063,6.07813
165,1997-02-26,1997-02-26,,,5.50781,5.57031,5.70313,5.89063,6.08594
166,1997-02-27,1997-02-27,,,5.66406,5.70313,5.78906,5.97656,6.16406
167,1997-02-28,1997-02-28,,,5.625,5.6875,5.75781,5.94531,6.13281
168,1997-03-03,1997-03-03,,,5.57031,5.63281,5.75,5.9375,6.125
169,1997-03-04,1997-03-04,,,5.625,5.70313,5.80469,5.98438,6.17188
170,1997-03-05,1997-03-05,,,5.69531,5.75781,5.875,6.04688,6.23438
171,1997-03-06,1997-03-06,,,5.63281,5.72656,5.84375,6.02344,6.19531
172,1997-03-07,1997-03-07,,,5.65625,5.75,5.875,6.03906,6.2265
173,1997-03-10,1997-03-10,,,5.57813,5.69531,5.82813,6.0,6.1875
174,1997-03-11,1997-03-11,,,5.53906,5.67969,5.8125,6.0,6.1875
175,1997-03-12,1997-03-12,,,5.54688,5.70313,5.83594,6.01563,6.20313
176,1997-03-13,1997-03-13,,,5.52344,5.67969,5.82813,6.00781,6.19531
177,1997-03-14,1997-03-14,,,5.61719,5.75,5.92969,6.10156,6.28906
178,1997-03-17,1997-03-17,,,5.57813,5.72656,5.9375,6.125,6.30469
179,1997-03-18,1997-03-18,,,5.57813,5.71094,5.90625,6.10156,6.28906
180,1997-03-19,1997-03-19,,,5.60938,5.75,5.9375,6.125,6.3125
181,1997-03-20,1997-03-20,,,5.63281,5.75781,5.94531,6.13281,6.32031
182,1997-03-21,1997-03-21,,,5.69531,5.82031,6.00781,6.19531,6.375
183,1997-03-24,1997-03-24,,,5.74219,5.84375,6.03906,6.21875,6.40625
184,1997-03-25,1997-03-25,,,5.76563,5.85938,6.0625,6.24219,6.42969
185,1997-03-26,1997-03-26,,,5.79688,5.875,6.07031,6.25781,6.44531
186,1997-03-27,1997-03-27,,,5.84375,5.90625,6.08594,6.28125,6.46875
187,1997-04-01,1997-04-01,,,5.82813,5.9375,6.125,6.3125,6.49219
188,1997-04-02,1997-04-02,,,5.77344,5.90625,6.10156,6.29688,6.48438
189,1997-04-03,1997-04-03,,,5.76563,5.89844,6.10156,6.29688,6.47656
190,1997-04-04,1997-04-04,,,5.75781,5.91406,6.125,6.3125,6.49219
191,1997-04-07,1997-04-07,,,5.76563,5.91406,6.13281,6.30469,6.49219
192,1997-04-08,1997-04-08,,,5.76563,5.9375,6.14063,6.3125,6.5
193,1997-04-09,1997-04-09,,,5.78125,5.9375,6.16406,6.34375,6.52344
194,1997-04-10,1997-04-10,,,5.78906,5.9375,6.15625,6.35156,6.53906
195,1997-04-11,1997-04-11,,,5.78125,5.9375,6.15625,6.35156,6.54688
196,1997-04-14,1997-04-14,,,5.77344,5.9375,6.1875,6.36719,6.55469
197,1997-04-15,1997-04-15,,,5.77344,5.9375,6.20313,6.375,6.55469
198,1997-04-16,1997-04-16,,,5.74219,5.9375,6.19531,6.36719,6.55469
199,1997-04-17,1997-04-17,,,5.72656,5.92969,6.1875,6.36719,6.55469
200,1997-04-18,1997-04-18,,,5.74219,5.94531,6.1875,6.36719,6.55469
201,1997-04-21,1997-04-21,,,5.79688,5.95313,6.1875,6.375,6.5625
202,1997-04-22,1997-04-22,,,5.875,6.00781,6.22656,6.41406,6.59375
203,1997-04-23,1997-04-23,,,5.875,6.00781,6.24219,6.42188,6.59375
204,1997-04-24,1997-04-24,,,5.88281,6.01563,6.23438,6.41406,6.60156
205,1997-04-25,1997-04-25,,,5.89063,6.01563,6.23438,6.42188,6.60938
206,1997-04-28,1997-04-28,,,5.89844,6.03125,6.24219,6.42969,6.60156
207,1997-04-29,1997-04-29,,,5.91406,6.05469,6.25,6.4375,6.60938
208,1997-04-30,1997-04-30,,,5.86719,6.00781,6.23438,6.40625,6.58594
209,1997-05-01,1997-05-01,,,5.82031,6.00781,6.21094,6.38281,6.55469
210,1997-05-02,1997-05-02,,,5.82031,5.99219,6.20313,6.36719,6.55469
211,1997-05-05,1997-05-05,,,5.78125,5.96875,6.1875,6.35938,6.55469
212,1997-05-06,1997-05-06,,,5.78906,5.9375,6.1875,6.36719,6.55469
213,1997-05-07,1997-05-07,,,5.88281,6.0,6.22656,6.38281,6.5625
214,1997-05-08,1997-05-08,,,5.89844,6.00781,6.21094,6.39063,6.57813
215,1997-05-09,1997-05-09,,,5.89844,6.02344,6.21094,6.39844,6.57813
216,1997-05-12,1997-05-12,,,5.94531,6.02344,6.21094,6.39844,6.57813
217,1997-05-13,1997-05-13,,,5.96875,6.03125,6.21094,6.39063,6.57813
218,1997-05-14,1997-05-14,,,5.96875,6.03125,6.21875,6.39844,6.58594
219,1997-05-15,1997-05-15,,,5.98438,6.02344,6.21094,6.38281,6.57031
220,1997-05-16,1997-05-16,,,6.4375,6.41406,6.46875,6.60156,6.71875
221,1997-05-19,1997-05-19,,,5.24219,6.25,6.3125,6.46875,6.625
222,1997-05-20,1997-05-20,,,5.17188,6.21875,6.28125,6.44531,6.625
223,1997-05-21,1997-05-21,,,6.1875,6.21875,6.28906,6.44531,6.60938
224,1997-05-22,1997-05-22,,,6.23438,6.24219,6.28125,6.45313,6.625
225,1997-05-23,1997-05-23,,,6.21875,6.23438,6.27344,6.44531,6.60938
226,1997-05-26,1997-05-26,,,6.15625,6.17969,6.25781,6.4375,6.60938
227,1997-05-27,1997-05-27,,,6.09375,6.16406,6.25,6.42188,6.60156
228,1997-05-28,1997-05-28,,,6.10156,6.15625,6.24219,6.4375,6.61719
229,1997-05-29,1997-05-29,,,6.10156,6.17969,6.25,6.42188,6.60156
230,1997-05-30,1997-05-30,,,6.29688,6.3125,6.32813,6.49219,6.64844
231,1997-06-02,1997-06-02,,,6.47656,6.46875,6.50781,6.60156,6.70313
232,1997-06-03,1997-06-03,,,6.375,6.40625,6.46875,6.57813,6.69531
233,1997-06-04,1997-06-04,,,6.375,6.41406,6.47656,6.57813,6.67969
234,1997-06-05,1997-06-05,,,6.64063,6.64844,6.67188,6.71875,6.78125
235,1997-06-06,1997-06-06,,,6.63281,6.66406,6.6875,6.74219,6.78906
236,1997-06-10,1997-06-10,,,6.63281,6.65625,6.6875,6.73438,6.78906
237,1997-06-11,1997-06-11,,,6.58594,6.625,6.6875,6.71875,6.77344
238,1997-06-12,1997-06-12,,,6.57813,6.60938,6.67188,6.71875,6.76563
239,1997-06-13,1997-06-13,,,6.58594,6.63281,6.6875,6.72656,6.76563
240,1997-06-16,1997-06-16,,,6.59375,6.64063,6.6875,6.72656,6.78125
241,1997-06-17,1997-06-17,,,6.58594,6.625,6.6875,6.71875,6.78125
242,1997-06-18,1997-06-18,,,6.55469,6.60938,6.67188,6.70313,6.77344
243,1997-06-19,1997-06-19,,,6.54688,6.58594,6.64844,6.71094,6.76563
244,1997-06-20,1997-06-20,,,6.33594,6.39844,6.51563,6.63281,6.70313
245,1997-06-23,1997-06-23,,,6.125,6.25,6.375,6.49219,6.60156
246,1997-06-24,1997-06-24,,,6.125,6.24219,6.38281,6.50781,6.59375
247,1997-06-25,1997-06-25,,,6.05469,6.1875,6.38281,6.5,6.59375
248,1997-06-26,1997-06-26,,,6.0625,6.1875,6.34375,6.48438,6.59375
249,1997-06-27,1997-06-27,,,6.10156,6.1875,6.34375,6.48438,6.58594
250,1997-07-03,1997-07-03,,,5.96094,6.11719,6.25781,6.38281,6.5
251,1997-07-04,1997-07-04,,,5.9375,6.0625,6.21094,6.34375,6.49219
252,1997-07-07,1997-07-07,,,5.92188,6.04688,6.17188,6.32031,6.46094
253,1997-07-08,1997-07-08,,,5.9375,6.0625,6.19531,6.32813,6.45313
254,1997-07-09,1997-07-09,,,5.96875,6.09375,6.23438,6.35156,6.45313
255,1997-07-10,1997-07-10,,,5.98438,6.11719,6.25781,6.38281,6.47656
256,1997-07-11,1997-07-11,,,5.99219,6.125,6.25781,6.375,6.47656
257,1997-07-14,1997-07-14,,,6.17969,6.3125,6.42969,6.53906,6.64063
258,1997-07-15,1997-07-15,,,6.24219,6.39063,6.52344,6.61719,6.6875
259,1997-07-16,1997-07-16,,,6.19531,6.35156,6.46875,6.57031,6.64844
260,1997-07-17,1997-07-17,,,6.10938,6.30469,6.41406,6.53125,6.60938
261,1997-07-18,1997-07-18,,,6.0,6.25781,6.38281,6.5,6.5625
262,1997-07-21,1997-07-21,,,6.85156,6.91406,6.98438,7.09375,7.15625
263,1997-07-22,1997-07-22,,,6.95313,6.98438,7.0,7.08594,7.17969
264,1997-07-23,1997-07-23,,,6.69531,6.70313,6.75,6.86719,6.96875
265,1997-07-24,1997-07-24,,,7.42969,7.375,7.375,7.39844,7.46875
266,1997-07-25,1997-07-25,,,7.24219,7.24219,7.25,7.33594,7.39063
267,1997-07-28,1997-07-28,,,7.20313,7.19531,7.19531,7.30469,7.375
268,1997-07-29,1997-07-29,,,6.72656,6.74219,6.78906,6.92969,7.10156
269,1997-07-30,1997-07-30,,,6.75,6.75781,6.80469,6.96094,7.10156
270,1997-07-31,1997-07-31,,,6.80469,6.82813,6.85156,7.0,7.10938
271,1997-08-01,1997-08-01,,,6.83929,6.83482,6.87054,7.0,7.11161
272,1997-08-04,1997-08-04,,,6.81696,6.83482,6.87054,6.99107,7.12054
273,1997-08-05,1997-08-05,,,6.75,6.76116,6.81696,6.95982,7.08929
274,1997-08-06,1997-08-06,,,6.66964,6.68973,6.73884,6.87054,7.03125
275,1997-08-07,1997-08-07,,,6.61161,6.63839,6.71205,6.84821,7.02679
276,1997-08-08,1997-08-08,,,6.58929,6.625,6.70089,6.85714,7.03125
277,1997-08-11,1997-08-11,,,6.61161,6.64286,6.71875,6.875,7.05804
278,1997-08-12,1997-08-12,,,6.84821,6.90179,6.95536,7.08036,7.20536
279,1997-08-13,1997-08-13,,,6.84598,6.89509,6.96429,7.08482,7.23214
280,1997-08-14,1997-08-14,,,6.93304,6.97545,7.05357,7.16518,7.29464
281,1997-08-15,1997-08-15,,,7.67857,7.8125,7.91518,7.98214,8.02679
282,1997-08-19,1997-08-19,,,11.15179,9.98214,9.5,9.1875,9.14286
283,1997-08-20,1997-08-20,,,8.89732,8.61607,8.35714,8.33929,8.32143
284,1997-08-21,1997-08-21,,,7.88839,7.73214,7.63393,7.63393,7.60714
285,1997-08-22,1997-08-22,,,7.98661,7.98661,7.90625,7.85268,7.83929
286,1997-08-25,1997-08-25,,,7.44643,7.44196,7.45089,7.48661,7.53571
287,1997-08-26,1997-08-26,,,7.35714,7.36161,7.37946,7.4375,7.48214
288,1997-08-27,1997-08-27,,,7.39955,7.41295,7.42857,7.46875,7.50446
289,1997-08-28,1997-08-28,,,8.36161,8.20536,8.15179,8.08929,8.05804
290,1997-08-29,1997-08-29,,,8.81696,8.44196,8.33929,8.29464,8.27679
291,1997-09-01,1997-09-01,,,8.20089,8.14732,8.04911,8.04464,8.04018
292,1997-09-02,1997-09-02,,,8.17857,8.14732,8.10268,8.09821,8.09375
293,1997-09-03,1997-09-03,,,7.98214,7.96875,7.94643,7.94643,7.94643
294,1997-09-04,1997-09-04,,,7.97321,7.92411,7.90625,7.90179,7.90179
295,1997-09-05,1997-09-05,,,7.91964,7.89286,7.875,7.87054,7.87054
296,1997-09-08,1997-09-08,,,7.65625,7.63839,7.63839,7.65625,7.66071
297,1997-09-09,1997-09-09,,,7.39286,7.38839,7.37946,7.43304,7.46429
298,1997-09-10,1997-09-10,,,7.20982,7.20982,7.22768,7.29911,7.33929
299,1997-09-11,1997-09-11,,,7.41518,7.40625,7.41518,7.47768,7.52232
300,1997-09-12,1997-09-12,,,7.49554,7.47768,7.49107,7.55357,7.60268
301,1997-09-15,1997-09-15,,,7.4442,7.45313,7.46205,7.52679,7.56696
302,1997-09-16,1997-09-16,,,7.42857,7.43304,7.45313,7.50893,7.54911
303,1997-09-18,1997-09-18,,,7.48438,7.52232,7.52679,7.55804,7.59375
304,1997-09-19,1997-09-19,,,7.50893,7.52232,7.53571,7.57589,7.60714
305,1997-09-22,1997-09-22,,,7.60268,7.60268,7.60714,7.64286,7.65625
306,1997-09-23,1997-09-23,,,7.62723,7.63393,7.64286,7.66964,7.67857
307,1997-09-24,1997-09-24,,,7.51786,7.52232,7.53571,7.57589,7.59821
308,1997-09-25,1997-09-25,,,7.42857,7.44643,7.45982,7.50446,7.52232
309,1997-09-26,1997-09-26,,,7.38393,7.39286,7.40179,7.45536,7.47768
310,1997-09-29,1997-09-29,,,7.40625,7.41071,7.42411,7.46429,7.47768
311,1997-09-30,1997-09-30,,,7.48661,7.46875,7.46875,7.48661,7.50446
312,1997-10-03,1997-10-03,,,7.53571,7.50446,7.50446,7.51786,7.52232
313,1997-10-06,1997-10-06,,,7.54018,7.51563,7.50223,7.5067,7.51563
314,1997-10-07,1997-10-07,,,7.39286,7.38393,7.40625,7.44643,7.45536
315,1997-10-08,1997-10-08,,,7.17411,7.19643,7.23214,7.3125,7.32589
316,1997-10-09,1997-10-09,,,7.19643,7.22321,7.25,7.30357,7.33482
317,1997-10-13,1997-10-13,,,7.19643,7.20982,7.23214,7.29911,7.33036
318,1997-10-14,1997-10-14,,,6.93304,7.02232,7.07143,7.14955,7.20982
319,1997-10-15,1997-10-15,,,6.89286,7.00893,7.05804,7.13393,7.19643
320,1997-10-16,1997-10-16,,,6.85268,6.99554,7.08036,7.15625,7.21429
321,1997-10-17,1997-10-17,,,6.80357,7.02679,7.12946,7.20089,7.24554
322,1997-10-20,1997-10-20,,,7.42411,7.54018,7.58929,7.66964,7.73661
323,1997-10-21,1997-10-21,,,8.90179,9.06696,9.07143,9.10714,9.11161
324,1997-10-22,1997-10-22,,,10.71429,10.60714,10.45089,10.34821,10.3125
325,1997-10-23,1997-10-23,,,47.5,37.28571,33.0,29.35714,27.21429
326,1997-10-24,1997-10-24,,,16.21429,15.0,14.57143,14.35714,14.42857
327,1997-10-27,1997-10-27,,,20.14286,15.85714,14.64286,14.17857,14.07143
